pid,season,position,gp,war_indiv
8473419,2022,L,80,3.15
8481611,2022,G,25,0
8481605,2022,D,2,-0.013
8473422,2022,L,66,0.696
8477520,2022,C,4,-0.052
8481617,2022,R,39,-0.101
8481618,2022,C,89,0.661
8477527,2022,L,16,-0.086
8481624,2022,R,46,1.088
8477541,2022,D,2,-0.021
8473446,2022,D,70,0.056
8473449,2022,R,75,0.847
8481641,2022,L,85,-0.151
8473453,2022,C,82,0.343
8481649,2022,L,7,-0.002
8481656,2022,L,58,0.329
8473473,2022,L,77,0.077
8481668,2022,G,5,0
8477573,2022,L,56,-0.008
8481679,2022,D,1,-0.006
8481683,2022,L,6,-0.037
8481690,2022,C,2,0.038
8481692,2022,G,1,0
8473503,2022,G,43,0
8473504,2022,R,55,-0.112
8473507,2022,D,61,1.062
8473512,2022,R,82,3.51
8481704,2022,C,45,0.635
8481708,2022,D,16,0.007
8481711,2022,L,64,1.532
8481712,2022,R,6,0.001
8481720,2022,C,2,0.099
8473533,2022,C,96,1.878
8481725,2022,L,21,0.276
8473544,2022,C,62,0.692
8473548,2022,R,86,1.172
8481740,2022,R,2,-0.023
8481751,2022,R,2,0.098
8481754,2022,C,9,-0.012
8473563,2022,C,39,0.673
8473575,2022,G,23,0
8481789,2022,L,10,0.108
8473604,2022,C,53,0.708
8481812,2022,D,12,-0.06
8477810,2022,D,39,-0.053
8477831,2022,G,38,0
8477839,2022,L,82,0.993
8477845,2022,D,75,0.638
8477846,2022,C,22,-0.01
8477851,2022,D,52,0.185
8477887,2022,C,61,-0.037
8477903,2022,R,91,0.361
8477919,2022,C,88,2.252
8477930,2022,L,79,0.268
8477931,2022,L,73,0.666
8477932,2022,D,91,1.827
8477933,2022,C,103,3.796
8477934,2022,C,92,6.299
8477935,2022,C,83,2.292
8477938,2022,D,30,-0.025
8477939,2022,R,93,4.793
8477940,2022,L,46,1.669
8477941,2022,L,74,0.688
8477942,2022,L,72,3.865
8477944,2022,L,25,0.692
8477946,2022,C,80,3.29
8477947,2022,L,64,0.937
8477948,2022,D,81,0.558
8477949,2022,R,74,3.553
8477950,2022,D,70,1.679
8477951,2022,C,63,2.292
8477952,2022,C,28,0.35
8477953,2022,R,66,1.067
8477955,2022,L,87,2.922
8477956,2022,R,89,6.08
8482055,2022,L,46,0.261
8477960,2022,R,88,3.58
8477962,2022,L,45,-0.048
8477964,2022,L,104,1.997
8482062,2022,R,69,0.102
8477967,2022,G,32,0
8477968,2022,G,15,0
8477969,2022,D,68,0.67
8477970,2022,G,59,0
8477971,2022,D,47,0.021
8482067,2022,D,30,0.208
8482073,2022,D,88,0.524
8477979,2022,R,53,0.019
8477981,2022,D,6,-0.064
8482077,2022,L,51,-0.009
8482079,2022,C,19,-0.206
8482078,2022,L,74,1.627
8482081,2022,C,6,-0.028
8477986,2022,D,101,3.866
8477987,2022,C,85,0.797
8477989,2022,C,64,0.84
8482087,2022,D,44,0.535
8477992,2022,G,3,0
8482089,2022,L,43,0.033
8477993,2022,C,7,-0.049
8482092,2022,C,20,0.193
8482093,2022,R,97,1.803
8477998,2022,L,79,1.152
8482095,2022,D,8,0.084
8482097,2022,R,75,1.515
8482101,2022,L,2,0.116
8478007,2022,G,30,0
8482105,2022,D,77,1.097
8478010,2022,C,88,4.785
8478009,2022,G,68,0
8482109,2022,L,88,0.935
8482110,2022,C,94,2.66
8478013,2022,D,63,0.602
8482111,2022,D,39,0.443
8478017,2022,D,23,0.18
8482113,2022,C,94,1.265
8478020,2022,R,83,1.288
8482116,2022,C,78,4.302
8482117,2022,L,23,0.527
8478024,2022,G,56,0
8482122,2022,D,8,-0.055
8482124,2022,R,59,0.675
8482125,2022,R,19,0.042
8478028,2022,L,30,-0.032
8482133,2022,C,8,-0.03
8478038,2022,D,87,2.32
8478039,2022,G,37,0
8482137,2022,G,1,0
8478042,2022,L,83,2.821
8478043,2022,C,79,0.752
8482142,2022,D,8,-0.078
8478047,2022,L,89,2.104
8478046,2022,L,65,0.778
8478048,2022,G,65,0
8482146,2022,R,24,0.561
8478051,2022,C,9,-0.097
8482147,2022,C,9,-0.097
8482149,2022,C,51,0.969
8478055,2022,D,103,1.461
8478057,2022,C,79,0.359
8478058,2022,L,1,-0.007
8482157,2022,L,4,-0.041
8478062,2022,D,15,-0.091
8482159,2022,R,8,0.286
8478067,2022,L,73,0.093
8478075,2022,L,14,0.213
8478078,2022,C,6,-0.01
8482175,2022,R,77,0.801
8482176,2022,D,9,0.1
8473986,2022,L,88,2.835
8482179,2022,C,2,0.021
8482181,2022,C,3,-0.034
8473994,2022,L,99,3.397
8482192,2022,D,16,0.152
8478099,2022,R,72,0.889
8482197,2022,R,3,-0.049
8478104,2022,L,71,0.514
8474009,2022,C,62,0.584
8478109,2022,L,75,1.534
8474013,2022,D,84,0.283
8482207,2022,R,1,-0.011
8478115,2022,L,82,0.803
8474027,2022,D,51,-0.331
8482221,2022,G,7,0
8482222,2022,L,68,1.692
8474031,2022,D,75,0.657
8474034,2022,L,86,-0.16
8478131,2022,R,1,-0.017
8478133,2022,C,54,0.659
8474037,2022,L,61,1.093
8478136,2022,D,85,0.332
8474040,2022,C,48,0.242
8482241,2022,L,10,-0.01
8478146,2022,C,2,-0.03
8478147,2022,L,5,-0.06
8474053,2022,C,82,3.19
8482245,2022,D,53,0.074
8482250,2022,C,2,-0.014
8482259,2022,C,10,-0.027
8478173,2022,R,1,-0.006
8478178,2022,D,23,0.083
8474089,2022,C,10,-0.082
8474090,2022,D,63,0.038
8474102,2022,L,82,2.204
8478211,2022,L,37,-0.223
8478224,2022,C,3,0.006
8478233,2022,L,82,1.718
8474141,2022,R,80,2.152
8474145,2022,D,43,0.009
8474149,2022,L,89,1.192
8474150,2022,C,82,2.464
8474151,2022,D,71,0.429
8474157,2022,L,5,0.171
8474161,2022,R,11,0.224
8474162,2022,D,4,0.032
8474166,2022,D,99,0.514
8474189,2022,C,91,0.358
8474190,2022,R,18,-0.057
8474207,2022,D,65,0.434
8482399,2022,D,9,-0.017
8474218,2022,D,1,-0.002
8482447,2022,G,2,0
8482448,2022,D,2,-0.024
8482451,2022,L,2,0.004
8482452,2022,L,4,-0.044
8478366,2022,R,81,1.353
8478367,2022,C,1,-0.022
8478373,2022,R,3,-0.005
8482475,2022,R,30,0.246
8478396,2022,D,81,1.247
8478397,2022,D,79,2.044
8478398,2022,L,87,3.656
8478399,2022,D,91,0.634
8482496,2022,C,68,0.183
8478401,2022,C,89,2.133
8478402,2022,C,94,9.729
8478403,2022,C,89,4.1
8478400,2022,C,89,0.172
8478406,2022,G,22,0
8478407,2022,D,95,2.831
8478408,2022,D,11,-0.03
8478409,2022,C,13,0.111
8478413,2022,L,62,-0.136
8478414,2022,R,89,3.158
8478415,2022,D,22,0.118
8478416,2022,D,71,0.365
8478420,2022,R,89,4.68
8478421,2022,L,61,0.195
8482516,2022,D,2,-0.009
8478424,2022,C,22,0.013
8478427,2022,C,90,3.468
8478431,2022,L,59,0.054
8478432,2022,R,80,0.465
8478433,2022,G,20,0
8478434,2022,R,96,-0.117
8478435,2022,G,27,0
8478438,2022,C,51,1.81
8478439,2022,R,60,2.616
8478440,2022,C,81,2.265
8478443,2022,D,82,0.582
8478444,2022,R,74,2.166
8478445,2022,C,64,1.922
8478446,2022,C,3,0
8478449,2022,C,92,4.681
8478450,2022,D,12,-0.033
8478451,2022,D,61,0.389
8478452,2022,D,73,0.168
8478454,2022,D,12,-0.063
8478455,2022,L,7,0.025
8478458,2022,C,77,1.127
8478460,2022,D,13,0.36
8478462,2022,C,87,1.616
8478463,2022,R,82,1.227
8478465,2022,D,17,0.019
8478466,2022,R,76,1.969
8478468,2022,D,67,0.171
8478469,2022,D,68,1.576
8478470,2022,G,40,0
8478472,2022,R,56,0.335
8478474,2022,L,77,1.359
8478476,2022,D,15,0.034
8478483,2022,R,91,4.537
8478491,2022,D,7,-0.043
8478492,2022,G,51,0
8478493,2022,C,79,2.681
8478495,2022,R,66,0.255
8478498,2022,L,71,3.007
8478499,2022,G,43,0
8478500,2022,D,82,0.473
8478502,2022,D,23,0.127
8478506,2022,D,6,0.072
8478507,2022,D,76,0.46
8478508,2022,C,77,0.347
8478512,2022,C,29,0.055
8478519,2022,C,64,1.584
8482623,2022,C,8,-0.101
8482624,2022,D,14,0.234
8482634,2022,C,3,-0.022
8482635,2022,L,8,-0.118
8478542,2022,C,76,1.691
8482641,2022,D,20,0.125
8478550,2022,L,89,3.653
8482652,2022,R,27,0.33
8482654,2022,C,5,-0.024
8482655,2022,D,82,0.82
8482660,2022,C,79,1.251
8482665,2022,C,94,2.287
8478569,2022,C,88,0.754
8482667,2022,L,8,0.054
8482671,2022,D,79,1.157
8482679,2022,R,1,-0.013
8478585,2022,C,91,0.714
8482684,2022,D,5,0.177
8482691,2022,C,15,0.001
8482699,2022,R,33,0.339
8482705,2022,C,64,-0.28
8482711,2022,D,2,0.025
8482712,2022,R,1,-0.01
8482720,2022,L,10,0.145
8482730,2022,D,9,0.073
8482740,2022,C,101,1.616
8482745,2022,C,80,1.843
8474563,2022,D,87,2.15
8474564,2022,C,87,3.698
8474565,2022,D,94,2.714
8474567,2022,D,51,0.039
8474568,2022,D,81,0.676
8482762,2022,D,9,0.021
8474573,2022,R,64,0.385
8474574,2022,D,78,0.126
8474578,2022,D,82,4.454
8474586,2022,R,96,2.535
8474590,2022,D,40,1.328
8474593,2022,G,59,0
8474596,2022,G,42,0
8474600,2022,D,67,2.792
8474602,2022,D,87,1.478
8474610,2022,C,27,0.098
8474612,2022,D,75,0.624
8474613,2022,C,84,0.235
8474618,2022,D,20,-0.089
8482821,2023,G,32,0
8474636,2023,G,1,0
8474641,2023,C,99,2.012
8482858,2023,D,36,0.189
8482859,2023,C,7,-0.07
8482861,2023,D,7,-0.027
8474673,2023,D,79,0.666
8474679,2023,R,87,3.236
8470594,2023,G,40,0
8470600,2023,D,101,0.144
8470604,2023,C,72,0.101
8470610,2023,L,41,0.393
8470613,2023,D,93,1.655
8474709,2023,L,60,-0.085
8474715,2023,R,70,0.864
8474716,2023,D,16,0.096
8470621,2023,R,73,0.757
8478831,2023,C,105,0.131
8482929,2023,D,42,0.018
8478840,2023,D,82,0.662
8478851,2023,D,79,0.606
8478854,2023,D,31,-0.156
8478856,2023,R,95,1.999
8478859,2023,D,106,0.285
8478864,2023,L,75,4.561
8482964,2023,D,44,0.13
8478872,2023,G,38,0
8478873,2023,R,76,1.851
8478874,2023,R,2,-0.032
8478881,2023,L,4,-0.063
8478882,2023,D,82,0.451
8482982,2023,G,9,0
8478891,2023,C,87,0.701
8478904,2023,C,54,-0.03
8478905,2023,G,3,0
8478911,2023,D,86,0.853
8478916,2023,G,50,0
8483012,2023,C,4,-0.004
8483045,2023,R,1,-0.001
8478956,2023,L,2,-0.016
8478965,2023,G,1,0
8474870,2023,C,67,0.824
8478970,2023,D,83,0.873
8478971,2023,G,50,0
8478975,2023,L,94,2.135
8474884,2023,C,66,0.411
8474889,2023,G,22,0
8470794,2023,C,101,2.882
8479026,2023,D,5,-0.046
8479066,2023,L,83,-0.42
8470966,2023,D,46,0.2
8479193,2023,G,31,0
8475149,2023,L,78,0.474
8475151,2023,C,87,2.626
8479249,2023,C,2,-0.022
8475158,2023,C,88,2.864
8475164,2023,R,81,0.094
8475166,2023,C,87,2.882
8475167,2023,D,83,3.587
8475168,2023,C,99,2.609
8475169,2023,L,97,1.732
8475170,2023,C,82,1.383
8475171,2023,D,104,1.244
8475172,2023,C,82,3.161
8475177,2023,D,60,0.104
8475179,2023,D,100,0.556
8475181,2023,D,82,0.558
8475184,2023,L,98,4.12
8475188,2023,D,89,0.972
8475191,2023,R,76,1.559
8475193,2023,L,70,0.545
8479291,2023,C,33,-0.138
8479292,2023,G,54,0
8475197,2023,D,42,0.462
8479293,2023,L,66,0.048
8475200,2023,D,93,1.041
8483395,2023,L,8,-0.125
8483397,2023,C,1,0.059
8483398,2023,D,1,-0.002
8475208,2023,D,80,0.209
8483401,2023,R,1,-0.007
8483407,2023,D,1,-0.012
8479312,2023,G,44,0
8479314,2023,L,104,5.234
8475218,2023,D,104,2.352
8475220,2023,L,55,0.379
8479316,2023,C,77,0
8479318,2023,C,86,5.794
8479315,2023,R,55,0.103
8479320,2023,D,7,0.035
8475225,2023,C,89,0.295
8479321,2023,D,8,0.02
8479323,2023,D,88,3.508
8479324,2023,D,92,0.307
8479325,2023,D,87,2.245
8475231,2023,C,75,0.54
8479328,2023,R,27,0.27
8475233,2023,D,60,0.747
8479330,2023,C,7,0.018
8475235,2023,L,60,-0.424
8483431,2023,C,82,1.399
8479336,2023,R,55,0.169
8479337,2023,R,82,2.772
8483432,2023,C,1,0.061
8479339,2023,L,18,0.299
8479343,2023,R,78,3.05
8479344,2023,R,22,0.03
8479345,2023,D,82,1.635
8479346,2023,C,43,-0.083
8479348,2023,D,3,0.022
8483445,2023,L,1,0.042
8479351,2023,C,96,0.436
8479353,2023,C,79,0.255
8479359,2023,L,85,-0.025
8479361,2023,G,28,0
8479362,2023,L,5,0.056
8483457,2023,D,2,0.091
8483460,2023,D,43,0.19
8479365,2023,C,95,1.423
8479367,2023,R,26,-0.188
8479368,2023,L,52,0.339
8479369,2023,D,44,0.262
8483466,2023,D,76,-0.114
8479371,2023,D,59,0.313
8479372,2023,D,30,0.313
8479370,2023,C,43,-0.116
8483468,2023,C,1,-0.02
8475279,2023,D,77,0.477
8479376,2023,D,1,-0.005
8475278,2023,C,16,-0.097
8479378,2023,D,28,0.029
8479379,2023,R,36,-0.09
8483471,2023,C,1,0.053
8479383,2023,L,59,0.19
8475287,2023,L,76,1.252
8479385,2023,R,82,2.779
8483482,2023,D,7,0.106
8479390,2023,R,73,-0.199
8479393,2023,L,65,0.117
8483489,2023,C,4,-0.053
8479394,2023,G,26,0
8483490,2023,D,63,0.998
8483491,2023,L,22,0.154
8479398,2023,D,68,0.463
8483495,2023,D,60,0.449
8479400,2023,C,87,1.353
8483493,2023,C,3,-0.009
8479402,2023,D,72,0.134
8483499,2023,L,4,0.058
8479406,2023,G,45,0
8471214,2023,L,83,2.392
8471215,2023,C,82,2.508
8479407,2023,L,82,3.673
8483505,2023,C,33,0.531
8479410,2023,D,36,0.745
8471218,2023,R,55,0.594
8475314,2023,L,86,1.548
8479414,2023,R,54,0.193
8479415,2023,C,45,0.783
8475311,2023,G,33,0
8483512,2023,C,1,-0.006
8483515,2023,L,82,1.645
8479420,2023,C,71,2.582
8475324,2023,D,79,0.112
8479419,2023,L,2,-0.03
8479423,2023,L,28,0.675
8479421,2023,D,24,-0.065
8479425,2023,D,94,1.816
8483524,2023,C,8,0.192
8483531,2023,L,2,-0.019
8475343,2023,C,68,0.711
8479439,2023,D,34,0.301
8479442,2023,D,54,-0.157
8483546,2023,D,2,-0.014
8483549,2023,L,3,-0.002
8479458,2023,D,38,0.087
8471274,2023,D,36,0.223
8483565,2023,D,12,-0.019
8483567,2023,C,4,-0.019
8483570,2023,C,23,-0.071
8477496,2023,C,88,1.652
8483575,2023,G,1,0
8477497,2023,C,88,2.235
8477500,2023,C,86,2.61
8479496,2023,G,26,0
8483597,2023,L,10,-0.051
8475413,2023,C,2,0.056
8477503,2023,C,87,1.79
8483609,2023,R,6,0
8479514,2023,C,9,-0.047
8479520,2023,L,91,-0.061
8479522,2023,D,6,0.005
8483619,2023,D,4,-0.045
8479525,2023,C,91,1.5
8479533,2023,L,4,-0.023
8483630,2023,L,5,-0.062
8479536,2023,L,27,0.06
8479542,2023,L,87,3.212
8479543,2023,L,61,0.013
8479546,2023,C,34,-0.26
8479547,2023,R,31,0.008
8475455,2023,D,80,0.462
8475462,2023,D,66,0.352
8479576,2023,D,94,0.079
8479587,2023,C,1,-0.009
8479591,2023,C,86,0.392
8481592,2023,L,13,0.031
8479619,2023,L,74,0.928
8479638,2023,R,28,0.286
8479639,2023,D,1,0.001
8479661,2023,L,59,0.171
8483763,2023,D,1,-0.015
8479671,2023,R,54,0.064
8479675,2023,L,87,2.499
8483808,2023,L,72,1.828
8479718,2023,C,36,0.209
8475660,2023,G,57,0
8479772,2023,R,30,-0.056
8475683,2023,G,82,0
8475690,2023,D,94,0.495
8475692,2023,R,69,2.561
8475714,2023,C,59,0.581
8475717,2023,G,26,0
8475718,2023,D,38,-0.006
8475722,2023,L,75,1.144
8475726,2023,C,84,2.519
8483920,2023,R,3,-0.02
8475744,2023,C,73,0.836
8475745,2023,C,95,2.742
8475750,2023,D,65,0.174
8475752,2023,C,34,-0.119
8475753,2023,D,60,1.034
8475754,2023,C,87,3.143
8475755,2023,D,8,-0.052
8475760,2023,C,76,1.999
8475762,2023,D,38,-0.039
8475763,2023,R,79,0.715
8475764,2023,D,81,1.023
8475765,2023,R,100,2.398
8475766,2023,L,33,-0.046
8475768,2023,L,62,0.825
8471675,2023,C,82,3.946
8471677,2023,D,91,0.22
8475780,2023,R,15,-0.015
8471685,2023,C,86,2.459
8471686,2023,D,35,0.04
8475784,2023,L,74,1.906
8475786,2023,L,105,5.611
8475789,2023,G,5,0
8475790,2023,D,78,0.658
8475791,2023,L,10,0.043
8475793,2023,C,63,0.502
8475794,2023,C,87,2.586
8471698,2023,R,56,0.912
8471699,2023,C,86,0.692
8475797,2023,D,52,0.094
8475798,2023,C,69,2.099
8475799,2023,R,82,1.172
8475795,2023,D,7,0.013
8471709,2023,D,57,0.225
8475809,2023,G,32,0
8475810,2023,R,62,2.532
8471724,2023,D,82,1.879
8475825,2023,D,64,0.202
8471734,2023,G,27,0
8475831,2023,G,36,0
8475839,2023,G,1,0
8475842,2023,C,87,0.454
8479941,2023,R,71,0.757
8475848,2023,R,77,1.016
8479944,2023,L,3,-0.008
8475852,2023,G,56,0
8475855,2023,R,73,0.376
8479968,2023,C,46,0.058
8479972,2023,C,20,-0.013
8479973,2023,G,82,0
8479976,2023,D,68,0.332
8479977,2023,R,59,0.542
8479979,2023,G,73,0
8479980,2023,D,74,0.116
8479981,2023,L,39,-0.052
8475883,2023,G,26,0
8479983,2023,D,78,0.227
8479984,2023,D,4,0.008
8479985,2023,D,1,0.005
8479986,2023,R,1,-0.016
8479987,2023,C,89,1.055
8479982,2023,D,25,0.409
8479991,2023,C,1,-0.003
8479992,2023,C,75,0.858
8479994,2023,C,31,-0.096
8479996,2023,C,41,0.506
8479998,2023,D,79,0.517
8479999,2023,C,91,2.121
8480001,2023,D,68,0.076
8475906,2023,D,14,0.101
8480003,2023,C,55,0.267
8480002,2023,C,71,2.8
8480007,2023,R,20,0.026
8480008,2023,C,42,0.082
8475913,2023,R,63,2.248
8480009,2023,R,81,1.213
8480011,2023,C,52,0.218
8480012,2023,C,95,3.856
8471817,2023,R,54,-0.174
8480014,2023,C,52,1.88
8480015,2023,R,78,2.099
8480018,2023,C,82,3.087
8480021,2023,C,22,-0.182
8480023,2023,C,82,3.421
8480025,2023,R,67,-0.072
8480027,2023,L,101,4.326
8480028,2023,C,71,1.383
8480031,2023,L,2,0.033
8480032,2023,C,8,-0.061
8480035,2023,D,74,0.413
8480036,2023,D,90,2.994
8480039,2023,C,88,2.49
8480043,2023,D,61,0.868
8480045,2023,G,54,0
8484144,2023,C,68,2.404
8480049,2023,D,83,0.308
8484145,2023,L,71,0.862
8480051,2023,G,23,0
8484149,2023,C,1,-0.02
8475958,2023,C,25,0.229
8484153,2023,C,55,1.146
8480058,2023,D,52,0.171
8480064,2023,C,50,0.992
8480068,2023,C,77,1.017
8480069,2023,D,88,5.038
8484166,2023,C,49,1.028
8480070,2023,D,13,-0.007
8480073,2023,D,76,0.57
8480074,2023,L,78,0.645
8480075,2023,D,1,-0.008
8480078,2023,C,16,0.106
8480084,2023,D,34,0.154
8484203,2023,L,1,-0.014
8480113,2023,L,87,0.541
8480144,2023,C,85,0.684
8480145,2023,D,87,1.06
8480157,2023,D,6,0.007
8484254,2023,D,3,-0.03
8484255,2023,R,7,-0.004
8484258,2023,D,23,0.392
8484259,2023,C,2,0.001
8480172,2023,D,69,0.321
8480184,2023,D,46,0.25
8480185,2023,C,106,0.436
8480188,2023,L,82,1.188
8484287,2023,D,1,0.016
8480192,2023,D,62,0.218
8480193,2023,G,24,0
8480191,2023,G,2,0
8480196,2023,D,36,0.202
8484293,2023,G,1,0
8480205,2023,C,56,0.317
8480208,2023,R,82,2.495
8484304,2023,D,26,0.021
8480216,2023,C,6,-0.065
8484312,2023,G,2,0
8484314,2023,L,20,-0.093
8480220,2023,L,59,0.463
8480222,2023,D,58,0.105
8484321,2023,D,4,-0.004
8480226,2023,R,2,-0.019
8484325,2023,C,19,-0.071
8484326,2023,D,1,-0.005
8480238,2023,G,6,0
8480245,2023,R,18,0.221
8480246,2023,D,79,0.761
8480252,2023,C,27,0.202
8480267,2023,C,4,-0.038
8480274,2023,D,1,-0.001
8480280,2023,G,56,0
8480281,2023,R,82,0.356
8480289,2023,C,80,0.346
8480292,2023,R,14,-0.022
8480306,2023,D,2,-0.009
8480313,2023,G,50,0
8480336,2023,D,92,0.838
8480355,2023,C,63,0.111
8476278,2023,C,44,0.232
8480382,2023,G,74,0
8476292,2023,L,71,0.802
8476312,2023,D,87,1.2
8476316,2023,G,24,0
8476323,2023,L,1,-0.006
8476329,2023,C,16,0.277
8476331,2023,D,87,0.937
8480434,2023,D,76,1.469
8476341,2023,G,30,0
8480441,2023,R,11,0.051
8476346,2023,L,81,2.212
8480448,2023,C,80,0.196
8480459,2023,C,80,1.008
8476372,2023,D,71,0.229
8480468,2023,L,31,-0.041
8476374,2023,C,62,0.356
8476389,2023,C,98,3.5
8476392,2023,C,86,1.229
8476393,2023,C,81,0.084
8476399,2023,L,78,2.254
8476412,2023,G,57,0
8476419,2023,C,86,0.706
8476422,2023,D,66,0.896
8476429,2023,D,41,-0.081
8476432,2023,C,58,1.03
8476433,2023,G,3,0
8476434,2023,G,46,0
8476438,2023,L,82,1.444
8476441,2023,D,60,-0.082
8476442,2023,L,22,-0.111
8476448,2023,C,77,2.418
8476453,2023,R,86,6.953
8476454,2023,C,105,3.663
8476456,2023,L,81,1.548
8476457,2023,D,81,0.215
8476458,2023,C,79,0.916
8476459,2023,C,97,3.69
8476460,2023,C,79,3.047
8476461,2023,C,74,1.371
8476462,2023,D,20,0.654
8476463,2023,D,62,0.888
8476467,2023,D,82,0.008
8476468,2023,C,94,4.469
8476469,2023,R,66,0.589
8476473,2023,D,46,0.074
8476474,2023,R,92,1.535
8476479,2023,C,83,1.561
8476480,2023,C,82,1.062
8476483,2023,R,70,1.297
8476525,2023,D,1,0.739
8476539,2023,R,89,3.458
8476624,2023,C,96,0.077
8480727,2023,D,67,0.356
8480748,2023,L,74,0.667
8480762,2023,L,47,0.076
8480776,2023,R,9,0.103
8480789,2023,R,32,0.174
8480796,2023,D,70,0.455
8480797,2023,L,82,1.79
8480798,2023,C,75,1.589
8480800,2023,D,95,4.242
8480801,2023,L,81,3.494
8480802,2023,C,105,0.543
8480803,2023,D,106,5.43
8480806,2023,C,46,0.193
8480807,2023,D,41,-0.009
8480813,2023,C,80,0.525
8484911,2023,R,7,-0.022
8480817,2023,D,96,0.769
8480821,2023,R,72,0.493
8480823,2023,D,43,-0.055
8480829,2023,C,90,0.75
8480830,2023,R,70,2.586
8480834,2023,D,30,0.263
8480835,2023,C,85,1.069
8480836,2023,L,13,-0.021
8480839,2023,D,81,2.54
8480843,2023,G,44,0
8480844,2023,L,6,-0.077
8480845,2023,C,28,-0.137
8480848,2023,C,48,0.182
8480849,2023,C,33,0.274
8480851,2023,C,7,0.175
8480853,2023,C,13,0.05
8480855,2023,C,67,0.659
8480860,2023,D,82,-0.201
8480865,2023,D,84,2.971
8480870,2023,C,45,-0.384
8480871,2023,D,35,0.238
8480873,2023,D,69,0.422
8480874,2023,D,9,0.018
8480878,2023,D,71,0.615
8480879,2023,D,72,0.299
8480880,2023,C,65,-0.057
8480884,2023,D,72,0.344
8480887,2023,D,56,0.224
8476792,2023,D,77,1.394
8480890,2023,C,5,0.001
8480891,2023,D,65,0.634
8480893,2023,R,78,1.627
8476822,2023,C,86,0.021
8476826,2023,C,80,0.957
8480947,2023,G,24,0
8476853,2023,D,79,2.623
8476854,2023,D,86,0.762
8480950,2023,D,81,0
8476856,2023,D,81,0.013
8476858,2023,L,62,-0.076
8476867,2023,C,24,-0.033
8476869,2023,D,91,2.13
8476871,2023,L,54,0.184
8476872,2023,C,82,1.331
8476873,2023,L,38,0.595
8476874,2023,D,72,0.431
8476875,2023,D,82,2.406
8476876,2023,G,1,0
8476878,2023,C,63,0.153
8476879,2023,D,103,0.798
8476880,2023,R,78,1.264
8476881,2023,C,61,1.147
8476882,2023,C,87,2.005
8476883,2023,G,57,0
8480980,2023,C,80,0.355
8476885,2023,D,85,1.028
8480981,2023,G,30,0
8476887,2023,L,88,4.786
8476884,2023,D,5,-0.034
8476889,2023,C,82,0.226
8476891,2023,D,66,-0.065
8476892,2023,D,82,0.651
8480990,2023,D,31,0.231
8480992,2023,G,9,0
8476897,2023,C,71,0.485
8480995,2023,R,61,0.263
8476902,2023,D,101,0.892
8476904,2023,G,2,0
8476905,2023,C,82,1.31
8476906,2023,D,81,2.412
8476907,2023,L,8,-0.025
8481006,2023,D,26,-0.006
8476913,2023,C,21,0.074
8476914,2023,G,55,0
8476915,2023,L,1,-0.008
8481013,2023,R,12,0.201
8476917,2023,D,63,0.341
8476919,2023,C,52,0.223
8476918,2023,L,92,0.769
8481016,2023,C,2,0.029
8481014,2023,D,86,0.455
8481019,2023,C,43,0.081
8476921,2023,L,93,0.946
8476923,2023,D,67,0.874
8481020,2023,G,14,0
8476925,2023,C,87,1.377
8476927,2023,C,81,0.883
8481024,2023,C,6,-0.031
8476931,2023,D,80,0.928
8476932,2023,G,28,0
8481028,2023,C,63,0.517
8481030,2023,D,14,-0.037
8476934,2023,L,24,-0.072
8481031,2023,G,11,0
8481032,2023,L,76,0.338
8481033,2023,G,19,0
8481035,2023,G,51,0
8476945,2023,G,65,0
8481042,2023,R,2,-0.023
8481043,2023,L,9,0.069
8476952,2023,C,15,0.129
8476958,2023,D,92,1.365
8476960,2023,C,28,0.277
8481056,2023,D,23,0.091
8481058,2023,R,59,0.05
8481059,2023,D,54,0.43
8476967,2023,D,107,0.527
8481065,2023,C,13,0.056
8481068,2023,C,82,2.413
8481070,2023,L,5,0.013
8476979,2023,D,92,0.996
8476981,2023,R,78,0.443
8481077,2023,L,6,0.018
8476988,2023,D,14,-0.012
8476994,2023,C,14,0.096
8481093,2023,L,45,-0.021
8476999,2023,G,42,0
8477015,2023,R,90,0.191
8477018,2023,D,42,0.299
8477021,2023,C,82,1.321
8481122,2023,D,71,-0.276
8477034,2023,D,44,-0.322
8477035,2023,G,6,0
8481147,2023,C,42,-0.035
8481161,2023,D,12,0.048
8477070,2023,C,75,-0.044
8481167,2023,D,50,0.09
8477073,2023,L,45,-0.13
8481178,2023,D,66,0.552
8481186,2023,R,57,0.798
8481206,2023,D,33,0.176
8477126,2023,C,1,-0.015
8481237,2023,C,37,0.156
8481239,2023,L,8,0.007
8477149,2023,R,3,-0.028
8477220,2023,D,66,0.23
8477244,2023,D,52,-0.133
8477293,2023,G,24,0
8477320,2023,L,1,0.005
8481422,2023,C,40,-0.155
8477330,2023,L,74,0.108
8477335,2023,D,73,-0.199
8481441,2023,C,3,-0.035
8477346,2023,D,82,2.246
8477353,2023,C,74,-0.33
8477361,2023,G,5,0
8477365,2023,D,79,0.516
8481462,2023,L,9,0.138
8477369,2023,D,52,0.271
8477380,2023,C,60,0.563
8481477,2023,C,63,-0.147
8477384,2023,D,51,0.172
8481481,2023,C,67,0.241
8477392,2023,R,49,0.25
8477401,2023,C,2,-0.014
8477402,2023,L,80,2.454
8477404,2023,C,78,4.404
8477406,2023,C,96,0.114
